2
0.5,0.0,0.35566243270259357,0.25
0.0669872981077807,0.75,0.35566243270259357,0.75
0.9330127018922193,0.75,0.7886751345948129,0.5
0.35566243270259357,0.25,0.0669872981077807,0.25000000000000006
0.7886751345948129,0.5,0.9330127018922192,0.25
0.35566243270259357,0.75,0.5,1.0
0.0669872981077807,0.25000000000000006,0.21132486540518713,0.5
0.21132486540518713,0.5,0.0669872981077807,0.75
0.9330127018922192,0.25,0.6443375672974064,0.25
0.5,1.0,0.6443375672974064,0.75
0.6443375672974064,0.75,0.9330127018922193,0.75
0.6443375672974064,0.25,0.5,0.0
